Reference,Item number,Type,Word,COCA Count,COCA Total Count,COCA Frequency per 1000 words
James et al. (2021),691,Input,think,6346,5536628,1.1461850064696417
James et al. (2021),691,Target,thought,4675,5536628,0.8443767578388868
James et al. (2021),692,Input,tooth,151,5536628,0.027272917739822867
James et al. (2021),692,Target,teeth,728,5536628,0.1314879742688149
James et al. (2021),693,Input,lose,617,5536628,0.11143967049980602
James et al. (2021),693,Target,loses,83,5536628,0.014991073989439059
James et al. (2021),694,Input,cross,493,5536628,0.08904336719028261
James et al. (2021),694,Target,crosses,33,5536628,0.005960306525921553
James et al. (2021),695,Input,danger,331,5536628,0.059783680608485885
James et al. (2021),695,Target,dangerous,458,5536628,0.08272182996582035
James et al. (2021),696,Input,magic,579,5536628,0.10457628722753272
James et al. (2021),696,Target,magician,62,5536628,0.011198151654761707
James et al. (2021),697,Input,electric,114,5536628,0.020590149816819916
James et al. (2021),697,Target,electricity,82,5536628,0.01481045864016871
James et al. (2021),698,Input,please,1580,5536628,0.2853722518471532
James et al. (2021),698,Target,pleasing,29,5536628,0.0052378451288401535
James et al. (2021),699,Input,dark,1738,5536628,0.3139094770318685
James et al. (2021),699,Target,darkness,359,5536628,0.0648409103880557
James et al. (2021),700,Input,art,510,5536628,0.09211382812787856
James et al. (2021),700,Target,artist,170,5536628,0.03070460937595952
James et al. (2021),701,Input,ocean,394,5536628,0.07116244761251794
James et al. (2021),701,Target,oceanic,13,5536628,0.0023479995405145514
James et al. (2021),702,Input,act,558,5536628,0.10078336489285536
James et al. (2021),702,Target,activity,373,5536628,0.0673695252778406
James et al. (2021),703,Input,work,4235,5536628,0.7649060041599327
James et al. (2021),703,Target,worker,194,5536628,0.035039377758447926
James et al. (2021),704,Input,wash,429,5536628,0.0774839848369802
James et al. (2021),704,Target,washable,16,5536628,0.0028898455883256016
Nagy et al. (2006),645,Input,climber,64,5536628,0.011559382353302406
Nagy et al. (2006),645,Target,climb,462,5536628,0.08344429136290175
Nagy et al. (2006),646,Input,personal,400,5536628,0.07224613970814005
Nagy et al. (2006),646,Target,person,1370,5536628,0.24744302850037966
Nagy et al. (2006),647,Input,sunny,147,5536628,0.026550456342741467
Nagy et al. (2006),647,Target,sun,1249,5536628,0.2255885712386673
Nagy et al. (2006),648,Input,flight,353,5536628,0.06375721829243358
Nagy et al. (2006),648,Target,fly,715,5536628,0.12913997472830033
Nagy et al. (2006),649,Input,relative,65,5536628,0.011739997702572757
Nagy et al. (2006),649,Target,relate,60,5536628,0.010836920956221005
Nagy et al. (2006),650,Input,rainy,60,5536628,0.010836920956221005
Nagy et al. (2006),650,Target,rain,673,5536628,0.12155413005894562
Nagy et al. (2006),651,Input,depth,44,5536628,0.007947075367895405
Nagy et al. (2006),651,Target,deep,1344,5536628,0.24274702941935056
Nagy et al. (2006),652,Input,battle,445,5536628,0.0803738304253058
Nagy et al. (2006),652,Target,bat,299,5536628,0.05400398943183469
Nagy et al. (2006),653,Input,reasonable,97,5536628,0.017519688879223963
Nagy et al. (2006),653,Target,reason,801,5536628,0.14467289476555042
Nagy et al. (2006),654,Input,adorable,65,5536628,0.011739997702572757
Nagy et al. (2006),654,Target,adore,24,5536628,0.004334768382488403
Nagy et al. (2006),655,Input,national,1138,5536628,0.20554026746965842
Nagy et al. (2006),655,Target,nation,225,5536628,0.04063845358582877
Nagy et al. (2006),656,Input,imaginary,96,5536628,0.017339073529953612
Nagy et al. (2006),656,Target,imagine,444,5536628,0.08019321507603545
Nagy et al. (2006),657,Input,thinker,7,5536628,0.001264307444892451
Nagy et al. (2006),657,Target,think,6346,5536628,1.1461850064696417
Nagy et al. (2006),658,Input,laughter,225,5536628,0.04063845358582877
Nagy et al. (2006),658,Target,laugh,615,5536628,0.11107843980126532
Nagy et al. (2006),659,Input,global,50,5536628,0.009030767463517506
Nagy et al. (2006),659,Target,globe,50,5536628,0.009030767463517506
Nagy et al. (2006),660,Input,movement,244,5536628,0.04407014522196542
Nagy et al. (2006),660,Target,move,1354,5536628,0.24455318291205405
Nagy et al. (2006),661,Input,tension,84,5536628,0.01517168933870941
Nagy et al. (2006),661,Target,tense,77,5536628,0.013907381893816958
Nagy et al. (2006),662,Input,reality,250,5536628,0.04515383731758753
Nagy et al. (2006),662,Target,real,1844,5536628,0.33305470405452564
Nagy et al. (2006),663,Input,sanity,29,5536628,0.0052378451288401535
Nagy et al. (2006),663,Target,sane,21,5536628,0.0037929223346773525
Nagy et al. (2006),664,Input,donation,22,5536628,0.003973537683947702
Nagy et al. (2006),664,Target,donate,37,5536628,0.006682767923002954
Nagy et al. (2006),665,Input,dinner,1113,5536628,0.20102488373789967
Nagy et al. (2006),665,Target,dine,20,5536628,0.003612306985407002
Nagy et al. (2006),666,Input,twelfth,25,5536628,0.004515383731758753
Nagy et al. (2006),666,Target,twelve,250,5536628,0.04515383731758753
Nagy et al. (2006),667,Input,fortunate,49,5536628,0.008850152114247155
Nagy et al. (2006),667,Target,fortune,200,5536628,0.036123069854070024
Nagy et al. (2006),668,Input,painful,158,5536628,0.02853722518471532
Nagy et al. (2006),668,Target,pain,699,5536628,0.12625012913997474
Nagy et al. (2006),669,Input,decision,323,5536628,0.058338757814323086
Nagy et al. (2006),669,Target,decide,391,5536628,0.0706206015647069
Nagy et al. (2006),670,Input,musical,108,5536628,0.019506457721197815
Nagy et al. (2006),670,Target,music,872,5536628,0.1574965845637453
Nagy et al. (2006),671,Input,action,489,5536628,0.0883209057932012
Nagy et al. (2006),671,Target,act,558,5536628,0.10078336489285536
Nagy et al. (2006),672,Input,fifty,280,5536628,0.05057229779569803
Nagy et al. (2006),672,Target,five,1920,5536628,0.34678147059907216
Nagy et al. (2006),673,Input,permission,177,5536628,0.03196891682085197
Nagy et al. (2006),673,Target,permit,46,5536628,0.008308306066436105
Nagy et al. (2006),674,Input,clarity,42,5536628,0.007585844669354705
Nagy et al. (2006),674,Target,clear,958,5536628,0.1730295046009954
Nagy et al. (2006),675,Input,creative,133,5536628,0.024021841452956563
Nagy et al. (2006),675,Target,create,438,5536628,0.07910952298041335
Nagy et al. (2006),676,Input,loyalty,41,5536628,0.007405229320084355
Nagy et al. (2006),676,Target,loyal,79,5536628,0.01426861259235766
Nagy et al. (2006),677,Input,ability,311,5536628,0.05617137362307889
Nagy et al. (2006),677,Target,able,1268,5536628,0.22902026287480395
Nagy et al. (2006),678,Input,criminal,142,5536628,0.025647379596389717
Nagy et al. (2006),678,Target,crime,192,5536628,0.034678147059907224
Nagy et al. (2006),679,Input,reliable,53,5536628,0.009572613511328557
Nagy et al. (2006),679,Target,rely,68,5536628,0.012281843750383808
Nagy et al. (2006),680,Input,education,605,5536628,0.10927228630856181
Nagy et al. (2006),680,Target,educate,31,5536628,0.005599075827380853
Nagy et al. (2006),681,Input,election,69,5536628,0.012462459099654157
Nagy et al. (2006),681,Target,elect,20,5536628,0.003612306985407002
Nagy et al. (2006),682,Input,deadly,129,5536628,0.023299380055875164
Nagy et al. (2006),682,Target,dead,1154,5536628,0.208430113057984
